arm,engine_rank,engine_port,minute,tbt_ms,smoothing_s,run,source
Llumnix,1,8000,3.1356,21.9059,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.1522,21.9385,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.1689,21.9452,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.1856,21.9541,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.2022,21.9744,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.2189,21.9942,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.2356,21.9932,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.2522,21.9982,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.2689,21.995,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.2856,22.1456,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.3022,22.1552,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.3189,22.2156,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.3356,22.2955,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.3522,22.3462,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.3689,22.4287,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.3856,22.4302,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.4022,22.5174,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.4189,22.5239,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.4356,22.7443,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.4522,22.8002,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.4689,22.8161,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.4856,22.863,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.5022,22.9585,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.5189,22.998,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.5356,23.1306,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.5522,23.2091,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.5689,23.4036,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.5856,23.5125,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.6022,23.6705,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.6189,23.7188,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.6356,23.8122,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.6522,23.9691,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.6689,24.293,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.6856,24.4835,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.7022,24.5907,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.7189,24.8592,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.7356,24.9795,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.7522,25.1563,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
Llumnix,1,8000,3.7689,25.1239,120,exp109r1,"vllm:inter_token_latency_seconds_{sum,count}, per engine, per second"
