series,minute,value,smoothing_s,bytes_per_token
decode_kv_gb_s_rep1,5.05680,1.58161,20,327680
decode_kv_gb_s_rep1,5.07346,1.59017,20,327680
decode_kv_gb_s_rep1,5.09013,1.60704,20,327680
decode_kv_gb_s_rep1,5.10680,1.61517,20,327680
decode_kv_gb_s_rep1,5.12346,1.60995,20,327680
decode_kv_gb_s_rep1,5.14013,1.61957,20,327680
decode_kv_gb_s_rep1,5.15680,1.62634,20,327680
decode_kv_gb_s_rep1,5.17346,1.66462,20,327680
decode_kv_gb_s_rep1,5.19013,1.66940,20,327680
decode_kv_gb_s_rep1,5.20680,1.68758,20,327680
decode_kv_gb_s_rep1,5.22346,1.72472,20,327680
decode_kv_gb_s_rep1,5.24013,1.73178,20,327680
decode_kv_gb_s_rep1,5.25680,1.73137,20,327680
decode_kv_gb_s_rep1,5.27346,1.71599,20,327680
decode_kv_gb_s_rep1,5.29013,1.73868,20,327680
decode_kv_gb_s_rep1,5.30680,1.77488,20,327680
decode_kv_gb_s_rep1,5.32346,1.79371,20,327680
decode_kv_gb_s_rep1,5.34013,1.79108,20,327680
decode_kv_gb_s_rep1,5.35680,1.80065,20,327680
decode_kv_gb_s_rep1,5.37346,1.77663,20,327680
decode_kv_gb_s_rep1,5.39013,1.77733,20,327680
decode_kv_gb_s_rep1,5.40680,1.79781,20,327680
decode_kv_gb_s_rep1,5.42346,1.81263,20,327680
decode_kv_gb_s_rep1,5.44013,1.84673,20,327680
decode_kv_gb_s_rep1,5.45680,1.93258,20,327680
decode_kv_gb_s_rep1,5.47346,1.99727,20,327680
decode_kv_gb_s_rep1,5.49013,2.05913,20,327680
decode_kv_gb_s_rep1,5.50680,2.10826,20,327680
decode_kv_gb_s_rep1,5.52346,2.15700,20,327680
decode_kv_gb_s_rep1,5.54013,2.23669,20,327680
decode_kv_gb_s_rep1,5.55680,2.29472,20,327680
decode_kv_gb_s_rep1,5.57346,2.37797,20,327680
decode_kv_gb_s_rep1,5.59013,2.46036,20,327680
decode_kv_gb_s_rep1,5.60680,2.56721,20,327680
decode_kv_gb_s_rep1,5.62346,2.64240,20,327680
decode_kv_gb_s_rep1,5.64013,2.65755,20,327680
decode_kv_gb_s_rep1,5.65680,2.72028,20,327680
decode_kv_gb_s_rep1,5.67346,2.80595,20,327680
decode_kv_gb_s_rep1,5.69013,2.87803,20,327680
decode_kv_gb_s_rep1,5.70680,2.97319,20,327680
decode_kv_gb_s_rep1,5.72346,3.05537,20,327680
decode_kv_gb_s_rep1,5.74013,3.12853,20,327680
decode_kv_gb_s_rep1,5.75680,3.18187,20,327680
decode_kv_gb_s_rep1,5.77346,3.24885,20,327680
decode_kv_gb_s_rep1,5.79013,3.27090,20,327680
decode_kv_gb_s_rep1,5.80680,3.31770,20,327680
decode_kv_gb_s_rep1,5.82346,3.36941,20,327680
decode_kv_gb_s_rep1,5.84013,3.36611,20,327680
decode_kv_gb_s_rep1,5.85680,3.44662,20,327680
decode_kv_gb_s_rep1,5.87346,3.45014,20,327680
decode_kv_gb_s_rep1,5.89013,3.47786,20,327680
